source_scope,category,speaker_id,speaker_gender,rms,peak,dynamic_range_db,silence_ratio,spectral_centroid_hz,duration_sec
paper_clean_audio_quality_sample,Kalimat_Penjadwalan,M2,Male,0.09045840799808502,0.742523193359375,18.285221661527487,0.34009360374414976,658.5927845991462,6.412
paper_clean_audio_quality_sample,Kalimat_Penjadwalan,M6,Male,0.04609808325767517,0.2733154296875,15.4596256210829,0.001718213058419244,988.263479415244,5.828
paper_clean_audio_quality_sample,Kalimat_Penjadwalan,M11,Male,0.058638785034418106,0.443267822265625,17.569624839897674,0.010706638115631691,1007.7224093465213,4.671
paper_clean_audio_quality_sample,Kalimat_Penjadwalan,F2,Female,0.29519882798194885,1.0,10.597707419266715,0.31336405529953915,970.7691053031615,6.513
paper_clean_audio_quality_sample,Kalimat_Penjadwalan,F4,Female,0.03522484377026558,0.2252197265625,16.115147000677563,0.07050092764378478,889.7318514858878,5.396
paper_clean_audio_quality_sample,Kalimat_Penjadwalan,F4,Female,0.04173971340060234,0.337158203125,18.145685336954976,0.19283276450511946,848.6136466858205,5.867
paper_clean_audio_quality_sample,Kalimat_Penjadwalan,M7,Male,0.058390457183122635,0.4359130859375,17.461160602643083,0.0211864406779661,859.4093988125132,4.727
paper_clean_audio_quality_sample,Kalimat_Penjadwalan,F5,Female,0.0762929767370224,0.56683349609375,17.41941891019788,0.05289672544080604,900.5068429165409,3.978
paper_clean_audio_quality_sample,Kalimat_Perintah,M3,Male,0.09239407628774643,0.6685791015625,17.19017337750827,0.3117408906882591,840.0145521501338,2.4768
paper_clean_audio_quality_sample,Kalimat_Perintah,M8,Male,0.10521741956472397,0.625762939453125,15.486443832817923,0.47783251231527096,1057.7690865260843,2.0377
paper_clean_audio_quality_sample,Kalimat_Perintah,F5,Female,0.07932388782501221,0.658935546875,18.388778886616706,0.4055299539170507,871.2769388710768,2.1768
paper_clean_audio_quality_sample,Kalimat_Perintah,M4,Male,0.23657862842082977,0.891204833984375,11.520040473882535,0.24107142857142858,1067.489637644415,3.3647
paper_clean_audio_quality_sample,Kalimat_Perintah,M5,Male,0.161843404173851,0.832061767578125,14.221211241880061,0.2206896551724138,753.5190313600715,4.3518
paper_clean_audio_quality_sample,Kalimat_Perintah,F1,Female,0.0839642658829689,0.35791015625,12.593590532246564,0.43386243386243384,496.40562671806816,1.8998
paper_clean_audio_quality_sample,Kalimat_Perintah,M10,Male,0.07346216589212418,0.633819580078125,18.71803844472114,0.41015625,1010.7681614938036,2.5657
paper_clean_audio_quality_sample,Kalimat_Perintah,M5,Male,0.19689232110977173,0.891265869140625,13.115569932193656,0.3574660633484163,671.9882920291102,2.2128
paper_clean_audio_quality_sample,Kalimat_Perintah,M10,Male,0.13098673522472382,0.682220458984375,14.333948423978384,0.4230769230769231,870.8862183666959,2.0848
paper_clean_audio_quality_sample,Kalimat_Perintah,M12,Male,0.0857502892613411,0.6640625,17.779467236753216,0.38974358974358975,980.0904437570457,1.9547
paper_clean_audio_quality_sample,Kalimat_Perintah,F5,Female,0.060460325330495834,0.491180419921875,18.1954113120741,0.4732824427480916,1181.2849057071026,2.6298
paper_clean_audio_quality_sample,Kalimat_Perintah,M1,Male,0.0956355631351471,0.615142822265625,16.16713081817914,0.37735849056603776,665.1675914393701,2.1248
paper_clean_audio_quality_sample,Kalimat_Perintah,M3,Male,0.09631042927503586,0.701690673828125,17.24944770609701,0.3654618473895582,966.1941874124634,2.4928
paper_clean_audio_quality_sample,Kalimat_Perintah,M12,Male,0.0806858167052269,0.522918701171875,16.232739479222914,0.22911694510739858,1082.0146781154976,4.1988
paper_clean_audio_quality_sample,Kalimat_Perintah,M11,Male,0.12365031987428665,0.735443115234375,15.487076843709138,0.328042328042328,1026.6110060781568,5.6787
paper_clean_audio_quality_sample,Kalimat_Perintah,M6,Male,0.09027884155511856,0.589569091796875,16.29897458816442,0.39748953974895396,1152.6469445857576,2.3918
paper_clean_audio_quality_sample,Kalimat_Perintah,M4,Male,0.20324409008026123,0.891204833984375,12.839192144379174,0.20382165605095542,1000.8346876578462,4.7168
paper_clean_audio_quality_sample,Kalimat_Perintah,F2,Female,0.1615191251039505,0.891265869140625,14.835666436714472,0.33791208791208793,1144.1174565911788,3.6408
paper_clean_audio_quality_sample,Kalimat_Perintah,F7,Female,0.06233438849449158,0.601165771484375,19.685330823416407,0.36220472440944884,1332.6583406508823,2.5488
paper_clean_audio_quality_sample,Kalimat_Perintah,M2,Male,0.08908543735742569,0.57073974609375,16.132628014865418,0.2206896551724138,724.6192368759508,4.3567
paper_clean_audio_quality_sample,Kalimat_Perintah,M6,Male,0.09233402460813522,0.68426513671875,17.397252940495274,0.3425196850393701,1089.157605627805,2.5497
paper_clean_audio_quality_sample,Kalimat_Perintah,M11,Male,0.08684668689966202,0.5870361328125,16.59823155346856,0.3213213213213213,1224.5697983757698,3.3348
paper_clean_audio_quality_sample,Kalimat_Perintah,F2,Female,0.14248362183570862,0.845123291015625,15.463102487192305,0.3049645390070922,1228.1131540604213,2.8298
paper_clean_audio_quality_sample,Kalimat_Perintah,F4,Female,0.1316785216331482,0.802734375,15.701138370777596,0.2932551319648094,1038.7570871679598,3.4188
paper_clean_audio_quality_sample,Kalimat_Perintah,F4,Female,0.07885675877332687,0.70599365234375,19.03923746625273,0.38,1222.8725551298035,4.0077
paper_clean_audio_quality_sample,Kalimat_Perintah,M7,Male,0.10070288926362991,0.755401611328125,17.502719507625535,0.41708542713567837,1093.490944898038,1.9928
paper_clean_audio_quality_sample,Kalimat_Perintah,F5,Female,0.12662814557552338,0.8912353515625,16.949243152695022,0.3546099290780142,1245.872377598679,2.8258
paper_clean_audio_quality_sample,Kalimat_Persuasif,M1,Male,0.1377815157175064,0.7410888671875,14.613586617268112,0.18580375782881003,759.0517778060878,4.7918
paper_clean_audio_quality_sample,Kalimat_Persuasif,M10,Male,0.10008363425731659,0.56732177734375,15.06932774433701,0.20599250936329588,817.9797959999432,8.0128
paper_clean_audio_quality_sample,Kalimat_Persuasif,M1,Male,0.11754105985164642,0.66357421875,15.03399803378581,0.1696969696969697,649.646609851468,6.6067
paper_clean_audio_quality_sample,Kalimat_Persuasif,M9,Male,0.08843924850225449,0.41778564453125,13.486169382113758,0.2238033635187581,856.512474782223,7.7367
paper_clean_audio_quality_sample,Kalimat_Persuasif,F5,Female,0.06495168060064316,0.6278076171875,19.704723745152727,0.3029850746268657,1180.229573289532,6.7088
paper_clean_audio_quality_sample,Kalimat_Persuasif,M7,Male,0.07964608818292618,0.790374755859375,19.93337219670725,0.34475806451612906,995.2394614305373,4.9618
